locode,name,country_code,function,lat,lon,status
PHBAG,Baguio,PH,1--4----,,,AI
PHBAI,Bais/Dumaguete,PH,1-------,,,QQ
PHBLC,"Balabac, Palawan",PH,1-3-----,7.9667,117.05,RL
PHBAL,Balaboe,PH,1-------,,,QQ
PHBLA,Balanga/Batan,PH,1-------,,,QQ
PHBLN,Balengan/Siain,PH,1-------,,,QQ
PHBQA,Baler/Siain,PH,1--4----,,,AI
PHBGS,Balingasag,PH,1-3-----,8.75,124.7833,RL
PHBLT,Balintang/Puerto Princesa,PH,1-------,,,QQ
PHBLG,Balogo/Batangas,PH,1-------,,,QQ
PHBLU,Balumo/Zamboanga,PH,1-------,,,QQ
PHBNW,Banawan/Dadiangas,PH,1-------,,,QQ
PHBTY,Bantayon/San Jose,PH,1-------,,,QQ
PHBRB,Barobo/Bislig,PH,1-------,,,QQ
PHBRT,Barton/Puerto Princesa,PH,1-------,,,QQ
PHBSO,Basco,PH,1--4----,20.45,121.9667,AI
PHBSY,Basey/Catbalogan,PH,1-------,,,QQ
PHBAS,Basiauang/Dadiangas,PH,1-------,,,RQ
PHBTN,"Bataan, Mariveles",PH,1-------,,,QQ
PHBTG,Batangas/Luzon,PH,1-3--6--,13.75,121.05,AI
PHBTS,Batarasa/Puerto Princesa,PH,1-------,,,QQ
PHBAT,Batonbaton,PH,1-------,9.1833,118.35,RQ
PHBAU,Bauan/Batangas,PH,1-------,13.8,121.0,RL
PHBNG,Bauang,PH,123-----,16.5167,120.3167,RL
PHBYS,Bayabas/Bislig,PH,1-------,,,QQ
PHBYP,Bayang Point,PH,1-------,,,QQ
PHBYW,Bayawan/Dumaguete,PH,1-------,,,QQ
PHBYB,Baybay/Tacloban,PH,1-------,,,QQ
PHBIN,BiÃ±an,PH,1-3-----,14.3333,121.0833,RL
PHBPH,"Bislig, Mindanao",PH,1--4----,,,AI
PHBIY,Biyawa/Davao,PH,1-------,,,QQ
PHBOA,"Boac, Marinduque",PH,1-------,13.4333,121.8333,RL
PHBOG,Bogo,PH,1-3-----,11.05,124.0,RL
PHBLP,Bolos Point/Aparri,PH,1-------,,,QQ
PHBOR,Boracay,PH,1-------,11.9667,121.9167,RQ
PHBGV,Borongan,PH,1-------,,,RQ
PHBOS,Boston/Davao,PH,1-------,7.8667,126.35,RL
PHBRP,"Brookes Point, Palawan",PH,1-3-----,8.7667,117.8333,RL
PHBGR,Bucar Grande/Suriagao,PH,1-------,,,QQ
PHBUD,Budbud/Davao,PH,1-------,,,QQ
PHBUG,Bugo,PH,1-------,,,QQ
PHBUL,"Bulan, Luzon",PH,1-------,,,QQ
PHBUR,"Burdeos, Polillo Isl",PH,1-3-----,14.8333,121.9667,RL
PHBXU,Butuan Bay/Masao,PH,1--4----,,,AI
PHCAB,Cabugao Bay/Legaspi,PH,1-------,,,QQ
PHCAZ,Cadiz,PH,1-------,,,RL
PHCGY,"Cagayan de Oro, Mindanao",PH,1--4----,,,AI
PHCDN,Cagdianao,PH,1-------,9.9167,125.6667,RQ
PHCAJ,"Cajidiocan, Visayan Isl",PH,1-3-----,12.3667,122.6833,RL
PHCCG,Calag-Calag/Dumaguete,PH,1-------,,,QQ
PHCGT,Calaguitan/Tacloban,PH,1-------,,,QQ
PHCLP,Calapan/Batangas,PH,1-------,,,QQ
PHCBY,"Calbayog, Samar",PH,1-3-----,12.0667,124.6,RL
PHCDB,Caldera Bay/Zamboanga,PH,1-------,,,QQ
PHCWY,Calowayan/Catabalogan,PH,1-------,,,QQ
PHCUG,"Calubian, Leyte",PH,1-3-----,11.4333,124.4167,RL
PHCGP,Calug Point/Zamboanga,PH,1-------,,,QQ
PHCML,Camalagawan/Aparri,PH,1-------,,,QQ
PHCAM,Camarines Norte/Jose Panganiban,PH,1-------,,,RQ
PHCGM,Camiguin Island/Aparri,PH,1--4----,,,AI
PHCNY,Canaybon/Catbalogan,PH,1-------,,,QQ
PHCNT,Cantilan/Surigao,PH,1-------,,,QQ
PHCPL,Capalonga/Siain,PH,1-------,,,QQ
PHCPC,Capoocan,PH,1-------,11.3,124.65,RL
PHCRG,Caraga/Mati,PH,1-------,,,QQ
PHCRA,Carigara,PH,1-------,11.3,124.6833,RQ
PHCGG,Casiguran/Siain,PH,1--4----,,,AI
PHCST,CastaÃ±as,PH,1-3-----,13.8833,121.55,RL
PHCSB,Casul Bay/Ozamis,PH,1-------,,,QQ
PHCTB,Catamon Bay/Iloilo,PH,1-------,,,QQ
PHCUN,Catanauan,PH,1-------,,,QQ
PHCTS,"Catbalogan, Samar",PH,1-------,,,QQ
PHCVE,"Cavite, Luzon",PH,1-------,,,QQ
PHCEB,Cebu,PH,1--4----,,,AI
PHCLV,Claveria/Aparri,PH,1-------,,,QQ
PHCGI,Corregidor Island,PH,1-------,14.3833,120.5833,RQ
PHCBO,"Cotabato, Mindanao",PH,1--4----,,,AI
PHCSI,Culasi,PH,1-3-----,11.6,122.7,RL
PHCUJ,Culion,PH,1-------,,,AI
PHCMO,Currimao,PH,1-------,,,RQ
PHCUR,Curuan/Zamboanga,PH,1-------,,,QQ
PHDCB,Dahikan Bay,PH,1-------,,,RQ
PHDNO,Danao,PH,1-3-----,10.5333,124.0333,RL
PHDVO,"Davao, Mindanao",PH,1--4----,,,AI
PHDPT,Diapitan/Siain,PH,1-------,,,QQ
PHDRB,Diaraboan/Siain,PH,1-------,,,QQ
PHDIC,Diculum/Zamboanga,PH,1-------,,,QQ
PHDID,Didadongan/Aparri,PH,1-------,,,QQ
PHDDW,Dinadiawan/Aparri,PH,1-------,,,QQ
PHDNG,Dinagat Island/Surigao,PH,1-------,,,QQ
PHDNL,Dinalongan/Siain,PH,1-------,,,QQ
PHDGL,Dingalan/Siain,PH,1-------,,,QQ
PHDIO,Diotorin/Siain,PH,1-------,,,QQ
PHDPL,Dipolog/Ozamis,PH,1--4----,,,AI
PHDIR,Dirgalan,PH,1-------,,,QQ
PHDIV,Divilacan/Aparri,PH,1-------,,,QQ
PHDUL,Dulag,PH,1-------,,,QQ
PHDGT,Dumaguete,PH,1--4----,,,AI
PHENI,El Nido/Puerto Princesa,PH,1-34----,11.1833,119.4,RL
PHGAC,Gachitorena/Jose Panganiban,PH,1-------,,,QQ
PHGHE,Garcia Hernandez,PH,1-------,9.6167,124.3,RQ
PHGAS,Gasan,PH,1-------,,,QQ
PHGNI,General Island/Bislig,PH,1-------,,,QQ
PHGES,General Santos,PH,1-34----,6.1167,125.15,AI
PHGGG,"Gigaquit, Mindanao",PH,1-3-----,9.5833,125.6833,RL
PHGGM,"Gigmoto, Catanduanes",PH,1-3-----,13.7667,124.3833,RL
PHGIN,Gingoog/Masao,PH,1-------,,,QQ
PHGHG,Guihulngan,PH,1-------,10.1167,123.2833,RQ
PHGMS,Guimaras/Iloilo,PH,1-------,,,QQ
PHGUN,Guiuan,PH,1-------,11.0333,125.7167,RQ
PHHYB,Hagnava Bay,PH,1-------,,,RQ
PHAQE,Hamtic,PH,1-3-----,10.7,121.9667,RL
PHHIJ,Hijo Wharf/Davao,PH,1-------,,,QQ
PHHIL,Hilongos,PH,1-------,10.3667,124.75,RQ
PHHIM,"Himamaylan, Negros",PH,1-3-----,10.0833,122.8667,RL
PHHNT,Hinatuan/Bislig,PH,1-------,,,QQ
PHHNG,Hinigaran/Iloilo,PH,1-------,,,QQ
PHHNB,Hinobaan/Iloilo,PH,1-------,,,QQ
PHHMH,Homonhon,PH,1-3-----,10.75,125.7,AM
PHHON,Hondagua/Siain,PH,1-------,,,QQ
PHHOO,Hook Bay/Siain,PH,1-------,,,QQ
PHIGN,"Iligan, Mindanao",PH,1--4----,,,AI
PHILO,"Iloilo, Panay",PH,1--4----,,,AI
PHINP,Inampulugan Island,PH,1-------,,,RQ
PHIPE,Ipil/Zamboanga,PH,1--4----,,,AI
PHISL,Isabel,PH,1-------,,,RQ
PHBCT,"Isabela, Basilan",PH,1-3-----,6.7,121.9667,RL
PHJAG,Jagna,PH,1-------,,,RQ
PHJAS,Jasaan,PH,1-3-----,8.65,124.75,RL
PHJNZ,Jimenez/Ozamis,PH,1-------,,,QQ
PHJOL,Jolo,PH,1--4----,,,AI
PHJPM,"Jose Panganiban, Luzon",PH,1-------,,,QQ
PHKAS,Kabasalan/Zamboanga,PH,1-------,7.7833,122.75,RL
PHKLM,Kalamansig,PH,1-3-----,6.55,124.05,RL
PHKAR,Karomatan/Iligan,PH,1-------,,,QQ
PHKAT,Katipunan/Ozamis,PH,1-------,,,QQ
PHKIA,Kiamba/Dadiangas,PH,1-------,,,QQ
PHKIL,Kilbay Point/Jose Panganiban,PH,1-------,,,QQ
PHKIN,Kinogitan/Iligan,PH,1-------,,,RQ
PHKIP,Kipit/Ozamis,PH,1-------,,,QQ
PHKIW,Kiwalan/Iligan,PH,1-------,,,QQ
PHKOL,Kolambugan/Iligan,PH,1-------,,,QQ
PHKUM,Kumalarang/Zamboanga,PH,1-------,,,QQ
PHLAC,La Carlota,PH,1-------,10.4167,122.9167,RL
PHLPZ,La Paz/Iloilo,PH,1-------,,,QQ
PHLRP,La Rap/Jose Panganiban,PH,1-------,,,QQ
PHLAB,Labason/Zamboanga,PH,1-------,8.0667,122.5167,RL
PHLAY,Lagondy River,PH,1-------,,,RQ
PHLAG,Lagonoy/Jose Panganiban,PH,1-------,,,QQ
PHLGU,Laguna,PH,1-------,10.3,123.8833,RL
PHLAM,Lamit Bay/Jose Panganiban,PH,1-------,,,QQ
PHLAN,Lanuza/Bislig,PH,1-------,,,QQ
PHLAO,"Laoag, Luzon",PH,1--4----,18.1833,120.5833,AI
PHLPU,"Lapu-Lapu, Cebu",PH,1-3-----,10.3167,123.95,RL
PHLNA,Larena,PH,1-------,9.25,123.5833,RQ
PHLZB,Lazi,PH,1-3-----,9.1167,123.6333,RL
PHLBK,Lebak/Parang,PH,1-------,,,QQ
PHLGP,"Legaspi Apt, Luzon",PH,1-34----,13.1333,123.75,AI
PHLEY,Leyte,PH,1-------,11.3667,124.4833,RL
PHLIA,Lianga/Bislig,PH,1-------,,,QQ
PHLIB,Libjo/Surigao,PH,1-------,,,QQ
PHLIM,Limay/Bataan,PH,1-------,,,QQ
PHLIN,"Lingayen, Luzon",PH,1-------,,,QQ
PHLGG,Lingig/Bislig,PH,1-------,,,QQ
PHLNK,Linik/Dadiangas,PH,1-------,,,QQ
PHLPA,Lipa,PH,1-------,,,QQ
PHLOM,Lomuyon/Dadiangas,PH,1-------,,,QQ
PHLOP,Long Point/Puerto Princesa,PH,1-------,,,QQ
PHLOO,Looc Bay/San Jose,PH,1-------,,,QQ
PHLUC,Lucanin,PH,1-------,14.4667,120.6167,RL
PHLUG,Lugait,PH,1-3-----,8.3333,124.25,RL
PHLUM,Lumasal/Dadiangas,PH,1-------,,,QQ
PHLNO,Lunao,PH,1-3-----,8.8667,125.05,RL
PHMGD,Mabaguid,PH,1-------,,,RQ
PHMAB,"Mabini, Mindanao",PH,1-3-----,8.95,124.7833,RL
PHMCO,Maco/Davao,PH,1-------,,,QQ
PHMCJ,Macojalan/Ozamis,PH,1-------,,,QQ
PHNOP,Mactan Island Apt,PH,1-34----,10.3,124.0,AI
PHMAD,Madaum/Davao,PH,1-------,,,QQ
PHMGA,Magalona/Iloilo,PH,1-------,,,QQ
PHMLS,Magellanes/Masao,PH,1-------,,,QQ
PHMGB,Magueda Bay/Catbalogan,PH,1-------,,,QQ
PHMAI,Maitum/Dadiangas,PH,1-------,,,QQ
PHMAK,Makar/Dadiangas,PH,1-------,,,QQ
PHMTI,Makati,PH,1-3-----,16.4167,121.1,RL
PHMKC,Makati City,PH,1-------,14.55,121.0333,RL
PHMLL,Malalag/Davao,PH,1-------,,,QQ
PHMSB,Malasugat Bay/Zamboanga,PH,1-------,,,QQ
PHMTP,Malatapay,PH,1-------,9.55,123.15,RQ
PHMLB,"Maluso, Basilan",PH,1-3-----,6.5333,121.8667,RL
PHMGI,Mambagid,PH,1-------,,,RQ
PHMSY,Manansalay/Batangas,PH,1-------,,,QQ
PHMNY,Manay/Mati,PH,1-------,,,QQ
PHMGG,Mangogoy/Bislig,PH,1-------,,,QQ
PHMNI,Manicani,PH,1-------,11.0,125.65,RQ
PHMNL,Manila,PH,1--45---,,,AI
PHMNN,Manila North Harbour,PH,1-3-----,,,RL
PHMNS,Manila South Harbour,PH,1-3-----,,,RL
PHMHT,"Marihatag, Mindanao",PH,1-3-----,8.7833,126.2833,RL
PHMVS,"Mariveles, Luzon",PH,1-------,,,QQ
PHMAS,Masao,PH,1-------,,,RQ
PHMBT,Masbate,PH,1--4----,,,AI
PHMSC,Masinloc/Sual,PH,1-------,,,QQ
PHMAC,Matho Cortez/Bislig,PH,1-------,,,QQ
PHMXI,"Mati, Mindanao",PH,1--4----,,,AI
PHMTA,Matina Aplaya/Davao,PH,1-------,,,QQ
PHMDN,Medina,PH,1-3-----,8.9167,125.0167,RL
PHMCD,Mercedes/Jose Panganiban,PH,1-------,,,QQ
PHMIL,Milbuk/Dadiangas,PH,1-------,,,QQ
PHMIO,Misamis Occ./Ozamis,PH,1-------,,,QQ
PHMIC,Misamis Or./Cagayan de Oro,PH,1-------,,,QQ
PHMSS,Mission/Aparri,PH,1-------,,,QQ
PHMON,Monserrat/Mati,PH,1-------,,,QQ
PHMOR,Morong/Mariveles,PH,1-------,,,QQ
PHMUL,Mulanay/Siain,PH,1-------,,,QQ
PHMNT,Muntinlupa City,PH,1-3--6--,14.6167,121.05,RL
PHNAB,Nabulao Bay/Iloilo,PH,1-------,,,QQ
PHWNP,Naga/Zamboanga,PH,1--4----,,,AI
PHNGH,Nagh,PH,1-------,,,QQ
PHNAL,Nalungga/Iloilo,PH,1-------,,,QQ
PHNAP,Napsan/Puerto Princesa,PH,1-------,,,QQ
PHNAR,Naris Point/Puerto Princesa,PH,1-------,,,QQ
PHNAS,Nasipit/Masao,PH,1-------,,,QQ
PHNUG,"Nasugbu, Luzon",PH,1-------,14.0667,120.6333,RL
PHNTO,Nato,PH,1-------,,,RQ
PHNID,Nido Terminal,PH,1-------,,,QQ
PHNON,Nonoc/Surigao Del Norte,PH,1-------,,,QQ
PHODI,Odiongan,PH,1-------,12.4,121.9833,RQ
PHOLO,Olongapo,PH,1-------,,,RQ
PHOPO,Opol,PH,1-3-----,8.5167,124.5667,RL
PHORS,Oras/Catbalogan,PH,1-------,,,QQ
PHORA,Orayuita,PH,1-------,,,QQ
PHORC,Ormoc/Tacloban,PH,1--4----,,,AI
PHORL,Oroquieta,PH,1-------,8.4833,123.8,RQ
PHOTE,Oteiza/Bislig,PH,1-------,,,QQ
PHOZC,"Ozamis, Mindanao",PH,1--4----,,,AI
PHPDR,Pacio de Rozas/Batangas,PH,1-------,,,QQ
PHPAG,Pagadian/Zamboanga,PH,1--4----,,,AI
PHPGB,Pagbilao,PH,1-3-----,13.9667,121.6833,RL
PHPPP,"Pagudpud, Luzon",PH,1-3-----,16.6167,120.3167,RL
PHPLB,Palamit Bay/San Jose,PH,1-------,,,QQ
PHPLP,Palapag/San Jose,PH,1-------,,,QQ
PHPLW,Palawan/Ozamis,PH,1-------,,,QQ
PHPMT,Pamintayan/Zamboanga,PH,1-------,,,QQ
PHPAM,Pampanga,PH,1-3-----,,,RL
PHPPL,Pamplona/Aparri,PH,1-------,,,QQ
PHPAN,Panabo,PH,1-3-----,7.3,125.6833,RL
PHPNB,Panabutan/Zamboanga,PH,1-------,,,QQ
PHPCN,Panacan/Davao,PH,1-------,,,QQ
PHPCA,Panacosa/Puerto Princesa,PH,1-------,,,RQ
PHPGT,Pangutaran/Jolo,PH,1-------,,,QQ
PHPNN,Paninirongan/Sanjose,PH,1-------,,,QQ
PHPRA,Parang,PH,1-------,,,QQ
PHPSL,"Pasaleng, Luzon",PH,1-3-----,18.55,120.9167,RL
PHPAS,"Pasay, Luzon",PH,1-------,,,QQ
PHPIS,Philippines,PH,1-------,14.5833,121.0,RL
PHPIN,Pinamalayan/Batangas,PH,1-------,,,QQ
PHPLA,Plaridel/Ozamis,PH,1-------,,,QQ
PHPDC,"Polanco, Mindanao",PH,1-3-----,8.5167,123.35,RL
PHPLL,"Polillo, Polillo Isl",PH,1-3-----,14.7,121.9333,RL
PHPLC,Polloc,PH,1-3-----,,,RQ
PHPRO,Poro/San Fernando,PH,1-------,,,QQ
PHPBA,Port Barton/Palawan,PH,1-------,,,QQ
PHPHD,Port Holland,PH,1-------,,,RQ
PHIRN,Port Irene,PH,1-------,18.3667,122.1,RL
PHPGA,Puerto Galera,PH,1-------,13.5,120.9333,RQ
PHPPS,"Puerto Princesa, Palawan",PH,1--4----,,,AI
PHPUG,Pugad/Bislig,PH,1-------,,,QQ
PHPUL,Pulupandan,PH,1-------,,,RQ
PHPTL,Puntalinao/Mati,PH,1-------,,,QQ
PHPNT,Punti/Aparri,PH,1-------,,,QQ
PHQUE,Queson/Siain,PH,1-------,,,QQ
PHQUI,Quiddiao/Aparri,PH,1-------,,,QQ
PHQBI,Quinabigan,PH,1-------,,,RQ
PHQBL,Quinablagan/Mati,PH,1-------,,,QQ
PHQPT,Quipit Bay/Ozamis,PH,1-------,,,QQ
PHREA,Real/Siain,PH,1-------,,,QQ
PHRLN,Romblon,PH,1-------,,,QQ
PHROM,Romblon,PH,1-------,12.5667,122.2667,RQ
PHRXS,Roxas/Puerto Princesa,PH,1--4----,,,AI
PHSBG,Sabang,PH,1-------,,,QQ
PHSBB,Sabbot/Siain,PH,1-------,,,QQ
PHSBY,Sablayan/Batangas,PH,1-------,,,QQ
PHSAG,Sagay/Iloilo,PH,1-------,,,QQ
PHSLM,Salomague,PH,1-------,17.7833,120.4167,RQ
PHSCA,San Carlos/Dumaguete,PH,1-------,,,QQ
PHSFE,"San Fernando, Luzon",PH,1--4----,,,AI
PHSIO,San Ignacio/Mati,PH,1-------,,,QQ
PHSIS,San Isidro/Sanjose,PH,1-------,,,QQ
PHSJI,"San Jose Apt, Mindoro",PH,1-34----,12.35,121.0833,AI
PHSPQ,San Pio Quinto/Aparri,PH,1-------,,,QQ
PHSTE,San Teodoro/Batangas,PH,1-------,,,QQ
PHSNG,Sangi/Cebu,PH,1-------,,,QQ
PHSAN,Santa Ana/Aparri,PH,1-------,,,RQ
PHSCT,Santa Catalina/Dumaguete,PH,1-------,,,QQ
PHSCR,Santa Cruz/Sual,PH,1-------,,,QQ
PHSLU,Santa Lucia/Puerto Princesa,PH,1-------,,,QQ
PHSMA,Santa Maria/Zamboanga,PH,1-------,,,QQ
PHSNI,Santa Nino,PH,1-------,,,RQ
PHSAS,Sasa/Davao,PH,1-------,,,QQ
PHSAY,Sayao/Batangas,PH,1-------,,,QQ
PHSMR,Semirara,PH,1-3-----,12.0667,121.4,RL
PHSIN,"Siain, Luzon",PH,1-------,,,QQ
PHSIR,Siari/Ozamis,PH,1-------,,,QQ
PHSIY,Siay/Zamboanga,PH,1-------,,,QQ
PHSIG,Sigayan/Parang,PH,1-------,,,QQ
PHSDG,Sindangan/Ozamis,PH,1-------,,,QQ
PHXSO,Siocon/Zamboanga,PH,1--4----,,,AI
PHSGD,Sogod/Tacloban,PH,1-------,,,QQ
PHSOR,Sorsogon/Legaspi,PH,1-------,,,QQ
PHSUA,Sual,PH,1-------,,,QQ
PHSFS,Subic Bay,PH,1--4----,,,AI
PHSKU,Sultan Kudarat/Dadiangas,PH,1-------,,,QQ
PHSUG,"Surigao, Mindanao",PH,1--4----,,,AI
PHTBC,Tabaco/Legaspi,PH,1-------,13.35,123.7333,RL
PHTBG,Tabangoa,PH,1-------,,,QQ
PHTAC,"Tacloban, Leyte",PH,1--4----,,,AI
PHTBU,Tagabuli/Davao,PH,1-------,,,QQ
PHTTO,Taganito,PH,1-------,9.55,125.8167,RL
PHTAG,"Tagbilaran, Bohol",PH,1--4----,,,AI
PHTKW,Tagkawayan/Siain,PH,1-------,,,QQ
PHTGO,Tagoloan,PH,1-3-----,8.5333,124.75,RL
PHTGD,Tagudin/San Fernando,PH,1-------,,,QQ
PHTGL,Taguilon/Ozamis,PH,1-------,,,QQ
PHTGT,Taguite Bay/Zamboanga,PH,1-------,,,QQ
PHTAL,Talibon,PH,1-3-----,10.1333,124.3167,RL
PHTLM,Talomo/Davao,PH,1-------,,,QQ
PHTGN,Tambungon/Davao,PH,1-------,,,QQ
PHTNU,Tanauan/Tacloban,PH,1-------,,,QQ
PHTDG,Tandag/Bislig,PH,1--4----,,,AI
PHTAN,Tandayag,PH,1-3-----,9.45,123.2167,RL
PHTDC,Tandoc,PH,1-------,,,QQ
PHTAY,Taytay/Puerto Princesa,PH,1-------,,,QQ
PHTIB,Tibungco/Davao,PH,1-------,,,QQ
PHTIN,Tindalo Oil Field,PH,1-------,11.0667,118.9,RQ
PHTOB,Toboso/Dumaguete,PH,1-------,,,QQ
PHTLD,Toledo/Cebu,PH,1-------,,,QQ
PHTLG,Tolong/Dumaguete,PH,1-------,,,QQ
PHTLP,Tolopo,PH,1-------,,,QQ
PHTLS,Tolosa/Tacloban,PH,1-------,,,QQ
PHTON,Tubigon,PH,1-------,9.95,123.9667,RQ
PHTGI,Tuguis/Dadiangas,PH,1-------,,,QQ
PHTGW,Tungawan Bay/Zamboanga,PH,1-------,,,QQ
PHULY,Ulugan Bay,PH,1-------,,,QQ
PHURR,Umrur,PH,1-------,,,QQ
PHVCS,"Victorias, Negros",PH,1-------,,,QQ
PHVNV,Villanueva,PH,1-------,,,RQ
PHVTL,Vitali/Zamboanga,PH,1-3-----,7.3667,122.2833,RL
PHVTO,Vito/Iloilo,PH,1-------,,,QQ
PHWAS,Wasag/Dadiangas,PH,1-------,,,QQ
PHWAW,Wawa/Batangas,PH,1-------,,,QQ
PHZAM,Zamboanga,PH,1--4----,,,AI
PKGWD,Gwadar,PK,1-34----,,,AI
PKJIW,Jiwani,PK,1-34----,,,AI
PKKHI,Karachi,PK,12345---,,,AI
PKKCT,Karachi Container Terminal,PK,1-------,24.8333,66.9667,RL
PKKBA,Keti Bandar,PK,1-------,24.1333,67.4333,RQ
PKKBU,Keti Bunder,PK,1-3-----,,,AS
PKKIA,Kiamari,PK,1-------,24.8167,66.9667,RL
PKBQM,Muhammad Bin Qasim/Karachi,PK,1-------,24.7667,67.3333,RL
PKORW,Ormara,PK,1-34----,,,AI
PKPCT,Pakistan International Container Terminal/Karachi,PK,1-------,,,AF
PKPSI,Pasni,PK,1-34----,,,AI
PKQCT,Qasim International Container Terminal/Karachi,PK,1-------,,,AF
PLBEK,Bielinek,PL,1-------,52.9333,14.15,AA
PLBRK,Brzostek Policzko,PL,1-------,51.05,19.9,RL
PLBZI,Burzenin,PL,1-3--6--,51.45,18.8333,RL
PLBYC,Byczyna,PL,1-------,,,RQ
PLBZG,Bydgoszcz,PL,1234----,53.15,18.0,AI
PLCPL,Chobienice,PL,1-3-----,52.1667,15.9333,RL
PLCH3,ChrÃ³scice,PL,1----6--,50.7833,17.8167,RL
PLZAA,Czarna,PL,1-------,50.0667,21.2667,RL
PLCDB,Czarna Dabrowka,PL,1-3-----,54.35,17.55,RL
PL6MA,DabrÃ³wka,PL,1-3-----,51.6167,20.95,RL
PLDAR,Darlowo,PL,123-----,54.4167,16.4167,RL
PLDCZ,Duczki,PL,1-3-----,52.3667,21.2833,RL
PLZIC,Dziecmierowo,PL,1-------,52.2667,17.2667,RL
PLDZN,Dziwnow,PL,1-------,54.0333,14.75,RL
PLELB,Elblag,PL,123-----,54.1667,19.3833,RL
PLFBK,Frombork,PL,123-----,54.35,19.6833,AS
PLGDN,Gdansk,PL,1--4----,,,AI
PLGDY,Gdynia,PL,123-----,54.5,18.55,RL
PLGKI,Glinki,PL,1-------,,,RQ
PLGKZ,GÃ³rki Zachodnie,PL,1-------,54.3667,18.7667,RL
PLZIN,Grodziczno,PL,1-------,53.4167,19.7667,RL
PLHEL,Hel,PL,123-----,54.6,18.8,AS
PLIYC,Iwierzyce,PL,1-3--6--,50.0167,21.7667,RL
PLLUU,Janowiec,PL,1-3-----,51.3333,21.8833,RL
PLJDZ,Jedlina-ZdrÃ³j,PL,1-3-----,50.7333,16.3333,RL
PLKAO,Kamien Pomorski,PL,1-3-----,53.9667,14.7667,RL
PLKYK,Kamyk,PL,1----6--,,,RL
PLSJK,KarsibÃ³r,PL,1-------,53.85,14.3,RL
PLMA9,Klaj,PL,1-3-----,49.9833,20.3167,RL
PLKOL,Kolobrzeg,PL,123-----,54.1833,15.5833,RL
PLMK9,Konotopa,PL,1----6--,52.9167,20.3167,RL
PLKZ4,Korzenna,PL,1-3-----,49.6833,20.85,RL
PLKLY,Kostomloty,PL,1----6--,51.05,16.6167,RL
PLKPW,Kraplewo,PL,1----6--,52.3,16.6833,RL
PLKOD,Krosno Odrzanskie,PL,1-3-----,52.05,15.0833,RL
PLKMR,Krynica Morska,PL,1-3-----,54.3833,19.45,RL
PLKRM,Krynica Morska,PL,1-3-----,54.3833,19.45,RL
PLLEA,Leba,PL,123-----,54.75,17.55,RL
PLLPN,Lipiany,PL,123-----,53.0,14.9667,RL
PLKUY,LosiÃ³w,PL,1-3-----,50.7833,17.5667,RL
PLMNN,Margonin,PL,1-------,52.9667,176.0,RQ
PLMID,Miedzyzdroje,PL,1-3-----,53.9333,14.45,AI
PLNXA,Mierzyn,PL,1-3-----,54.1167,15.8833,RL
PLMKW,MietkÃ³w,PL,1-3-----,50.9833,16.65,RL
PLMRE,Mrzezyno,PL,1-------,54.15,15.3,RL
PLNCH,Niechorze,PL,1-------,54.1,15.0667,RL
PLNWA,Nowe Warpno,PL,1-3-----,53.7333,14.3,AI
PLNOW,Nowy Port/Gdansk,PL,123-----,54.4,18.6667,RL
PLOLA,Olawa,PL,123-----,50.9333,17.3,RL
PLOSD,OsinÃ³w Dolny,PL,1-------,52.85,14.15,AA
PLPTN,Piatnica,PL,1----6--,53.1833,22.0833,RL
PLIT5,PiorunÃ³w,PL,1-3-----,52.2,20.5667,RL
PLBLZ,Plblz,PL,12------,51.9,18.0,RQ
PLPNW,PolanÃ³w,PL,1----6--,54.1,16.7,RL
PLPLC,Police,PL,1-------,,,RQ
PLPZN,Pszenno,PL,1-3-----,50.8667,16.55,RL
PLRWL,Rewal,PL,1-------,54.0833,15.0167,RL
PLXXX,RIS Inland waterways,PL,1-------,,,AI
PLROI,Rokietnica,PL,1----6--,52.5167,16.7333,RL
PLRUC,Ruchocice,PL,1----6--,52.1833,16.35,RL
PLSCA,Siennica RÃ³zana,PL,1-3-----,51.0,21.3167,RL
PLSKN,Skolwin,PL,1-------,53.4833,14.6,RL
PLSKJ,Skolyszyn,PL,1----6--,49.75,21.35,RL
PLSOP,Sopot,PL,123-----,54.45,18.5667,AS
PLSY2,Sroczyn,PL,1----6--,52.55,17.2833,RL
PLSPA,Stepnica,PL,123-----,53.65,14.6167,RL
PLSWI,Swinoujscie,PL,123-----,53.9,14.25,RL
PLSZZ,Szczecin,PL,1--45---,,,AI
PLTBZ,Trzebiez,PL,123-----,53.65,14.5167,AI
PLURD,Urad,PL,123-----,52.2667,14.7,RL
PLUST,Ustka,PL,123-----,54.5833,16.85,RL
PLUMS,Ustronie Morskie,PL,1-3-----,54.2167,15.75,RL
PLWZO,Wegorzyno,PL,123-----,53.5333,15.55,RL
PLWIU,Widuchowa,PL,1-------,53.1167,142.5,AA
PLWLA,Wladyslawowo,PL,123-----,54.7833,18.4167,RL
PLWOL,WolbÃ³rz,PL,1-3-----,51.5,19.8333,RL
PLWLI,Wolin,PL,123-----,53.85,14.6167,RL
PLZGO,Zagorow,PL,1-------,52.1667,175.6667,RQ
PLZNI,Znin,PL,123--6--,52.85,17.7167,RL
PMFSP,Saint-Pierre,PM,1--45---,46.7667,-56.1667,AI
PNPCN,Pitcairn Is,PN,1---5---,,,AI
PRBQN,Aguadilla,PR,1--4----,,,AI
